Start Time,End Time,Trip Duration,Start Station,End Station,User Type,Gender,Birth Year
2017-01-01 14:14:46,2017-01-01 14:40:17,1531,Racine Ave & Belmont Ave,Ashland Ave & Augusta Blvd,Customer,,
2017-01-01 14:14:51,2017-01-01 14:19:27,276,Sheffield Ave & Fullerton Ave,Southport Ave & Wrightwood Ave,Subscriber,Male,1988.0
2017-01-01 14:14:52,2017-01-01 14:22:35,463,Lake Shore Dr & North Blvd,Michigan Ave & Oak St,Customer,,
2017-01-01 14:15:01,2017-01-01 14:19:28,267,Theater on the Lake,Lakeview Ave & Fullerton Pkwy,Subscriber,Male,1989.0
2017-01-01 14:15:06,2017-01-01 14:23:12,486,Lake Shore Dr & North Blvd,Michigan Ave & Oak St,Customer,,
2017-01-01 14:15:10,2017-01-01 14:24:24,554,Broadway & Thorndale Ave,Clark St & Berwyn Ave,Subscriber,Male,1985.0
2017-01-01 14:15:33,2017-01-01 14:29:02,809,Adler Planetarium,Wabash Ave & Roosevelt Rd,Customer,,
2017-01-01 14:15:47,2017-01-01 14:57:17,2490,Wentworth Ave & Archer Ave,Kedzie Ave & Lake St,Customer,,
2017-01-01 14:16:14,2017-01-01 14:28:35,741,Ashland Ave & Augusta Blvd,Dearborn St & Erie St,Subscriber,Male,1980.0
2017-01-01 14:17:06,2017-01-01 14:47:08,1802,Adler Planetarium,Morgan St & 31st St,Customer,,
2017-01-01 14:17:17,2017-01-01 14:23:17,360,Daley Center Plaza,Stetson Ave & South Water St,Subscriber,Female,1951.0
2017-01-01 14:17:21,2017-01-01 14:46:55,1774,Adler Planetarium,Morgan St & 31st St,Subscriber,Female,1984.0
2017-01-01 14:18:13,2017-01-01 14:21:32,199,Sedgwick St & Webster Ave,Clark St & Armitage Ave,Subscriber,Male,1994.0
2017-01-01 14:18:34,2017-01-01 14:43:39,1505,Calumet Ave & 18th St,Shedd Aquarium,Subscriber,Female,1985.0
2017-01-01 14:18:42,2017-01-01 14:43:47,1505,Calumet Ave & 18th St,Shedd Aquarium,Subscriber,Male,1975.0
2017-01-01 14:18:50,2017-01-01 14:35:59,1029,Clinton St & Jackson Blvd,Ogden Ave & Race Ave,Customer,,
2017-01-01 14:19:42,2017-01-01 14:30:45,663,Clark St & Armitage Ave,Marshfield Ave & Cortland St,Subscriber,Male,1956.0
2017-01-01 14:19:49,2017-01-01 14:43:50,1441,Lake Shore Dr & Diversey Pkwy,Streeter Dr & Grand Ave,Subscriber,Female,1986.0
2017-01-01 14:20:05,2017-01-01 14:58:52,2327,Lake Shore Dr & North Blvd,Theater on the Lake,Customer,,
2017-01-01 14:20:19,2017-01-01 14:28:35,496,Marshfield Ave & Cortland St,Sheffield Ave & Willow St,Subscriber,Female,1984.0
2017-01-01 14:21:14,2017-01-01 14:40:31,1157,Sedgwick St & Webster Ave,Bissell St & Armitage Ave,Customer,,
2017-01-01 14:21:35,2017-01-01 14:40:20,1125,Sedgwick St & Webster Ave,Bissell St & Armitage Ave,Customer,,
2017-01-01 14:22:12,2017-01-01 14:59:26,2234,Lake Shore Dr & North Blvd,Theater on the Lake,Customer,,
2017-01-01 14:22:32,2017-01-01 14:59:26,2214,Lake Shore Dr & North Blvd,Theater on the Lake,Customer,,
2017-01-01 14:23:19,2017-01-01 14:59:30,2171,Lake Shore Dr & North Blvd,Theater on the Lake,Customer,,
2017-01-01 14:23:33,2017-01-01 14:50:07,1594,Morgan St & Polk St,Sheffield Ave & Willow St,Subscriber,Male,1992.0
2017-01-01 14:23:43,2017-01-01 14:49:52,1569,Morgan St & Polk St,Sheffield Ave & Willow St,Subscriber,Male,1992.0
2017-01-01 14:24:18,2017-01-01 14:59:26,2108,Lake Shore Dr & North Blvd,Theater on the Lake,Customer,,
2017-01-01 14:24:37,2017-01-01 14:59:30,2093,Lake Shore Dr & North Blvd,Theater on the Lake,Customer,,
2017-01-01 14:25:20,2017-01-01 14:59:00,2020,Lake Shore Dr & North Blvd,Theater on the Lake,Customer,,
2017-01-01 14:25:53,2017-01-01 14:59:04,1991,Lake Shore Dr & North Blvd,Theater on the Lake,Customer,,
2017-01-01 14:26:00,2017-01-01 14:37:08,668,Greenview Ave & Fullerton Ave,Halsted St & Wrightwood Ave,Customer,,
2017-01-01 14:26:18,2017-01-01 14:45:49,1171,Larrabee St & Armitage Ave,Clark St & Armitage Ave,Customer,,
2017-01-01 14:26:27,2017-01-01 14:42:38,971,Chicago Ave & Washington St,Chicago Ave & Sheridan Rd,Subscriber,Female,1965.0
2017-01-01 14:26:30,2017-01-01 14:49:46,1396,Burnham Harbor,Lake Shore Dr & Monroe St,Customer,,
2017-01-01 14:26:33,2017-01-01 14:45:49,1156,Larrabee St & Armitage Ave,Clark St & Armitage Ave,Customer,,
2017-01-01 14:26:36,2017-01-01 14:49:27,1371,Burnham Harbor,Lake Shore Dr & Monroe St,Customer,,
2017-01-01 14:27:13,2017-01-01 14:29:01,108,Clinton St & Lake St,Canal St & Madison St,Subscriber,Female,1965.0
2017-01-01 14:27:30,2017-01-01 14:47:11,1181,Streeter Dr & Grand Ave,St. Clair St & Erie St,Subscriber,Male,1974.0
2017-01-01 14:27:34,2017-01-01 14:40:34,780,Southport Ave & Irving Park Rd,Hampden Ct & Diversey Pkwy,Subscriber,Male,1986.0
2017-01-01 14:27:34,2017-01-01 16:02:33,5699,Sedgwick St & Huron St,Canal St & Madison St,Customer,,
2017-01-01 14:27:41,2017-01-01 14:47:17,1176,Streeter Dr & Grand Ave,St. Clair St & Erie St,Customer,,
2017-01-01 14:27:47,2017-01-01 14:36:56,549,Daley Center Plaza,Desplaines St & Randolph St,Subscriber,Male,1965.0
2017-01-01 14:27:52,2017-01-01 14:32:15,263,Clark St & Winnemac Ave,Damen Ave & Foster Ave,Subscriber,Male,1984.0
2017-01-01 14:28:16,2017-01-01 14:37:03,527,McClurg Ct & Illinois St,Field Blvd & South Water St,Subscriber,Male,1960.0
2017-01-01 14:28:44,2017-01-01 14:44:59,975,Southport Ave & Roscoe St,California Ave & Fletcher St,Subscriber,Male,1987.0
2017-01-01 14:28:55,2017-01-01 14:39:57,662,Wabash Ave & Grand Ave,Sangamon St & Washington Blvd (*),Subscriber,Male,1983.0
2017-01-01 14:29:59,2017-01-01 15:06:01,2162,Pine Grove Ave & Irving Park Rd,Clarendon Ave & Gordon Ter,Subscriber,Female,1974.0
2017-01-01 14:30:14,2017-01-01 14:56:30,1576,Wentworth Ave & Archer Ave,Dearborn St & Adams St,Customer,,
2017-01-01 14:30:29,2017-01-01 14:34:11,222,Kimbark Ave & 53rd St,Lake Park Ave & 53rd St,Subscriber,Male,1986.0
2017-01-01 14:30:30,2017-01-01 14:56:48,1578,Wentworth Ave & Archer Ave,Dearborn St & Adams St,Customer,,
2017-01-01 14:30:35,2017-01-01 14:42:01,686,Ashland Ave & Belle Plaine Ave,Halsted St & Roscoe St,Subscriber,Male,1992.0
2017-01-01 14:31:34,2017-01-01 14:42:41,667,Clark St & Lincoln Ave,Clark St & Lincoln Ave,Subscriber,Male,1990.0
2017-01-01 14:31:34,2017-01-01 14:42:41,667,Clark St & Lincoln Ave,Clark St & Lincoln Ave,Subscriber,Female,1985.0
2017-01-01 14:31:36,2017-01-01 16:02:27,5451,Sedgwick St & Huron St,Canal St & Madison St,Customer,,
2017-01-01 14:31:38,2017-01-01 14:35:54,256,Wood St & Milwaukee Ave,Marshfield Ave & Cortland St,Subscriber,Male,1987.0
2017-01-01 14:32:36,2017-01-01 14:36:25,229,Morgan St & Polk St,May St & Taylor St,Subscriber,Male,1993.0
2017-01-01 14:33:08,2017-01-01 14:37:29,261,Damen Ave & Chicago Ave,Damen Ave & Division St,Subscriber,Male,1986.0
2017-01-01 14:34:24,2017-01-01 14:38:53,269,Dearborn St & Adams St,Clinton St & Jackson Blvd,Subscriber,Male,1960.0
2017-01-01 14:35:15,2017-01-01 14:42:19,424,Clark St & Armitage Ave,Clark St & North Ave,Subscriber,Male,1989.0
2017-01-01 14:35:27,2017-01-01 14:40:35,308,Halsted St & Roscoe St,Broadway & Barry Ave,Subscriber,Male,1993.0
2017-01-01 14:36:05,2017-01-01 14:46:48,643,Pine Grove Ave & Irving Park Rd,Broadway & Barry Ave,Subscriber,Male,1952.0
2017-01-01 14:36:35,2017-01-01 14:42:59,384,State St & Pearson St,Clark St & Schiller St,Subscriber,Male,1953.0
2017-01-01 14:36:47,2017-01-01 14:44:49,482,Lincoln Ave & Diversey Pkwy,Lincoln Ave & Belmont Ave,Subscriber,Female,1968.0
2017-01-01 14:37:01,2017-01-01 14:45:30,509,Greenview Ave & Jarvis Ave,Clark St & Lunt Ave,Subscriber,Female,1979.0
2017-01-01 14:37:23,2017-01-01 15:33:43,3380,Clark St & Schiller St,Michigan Ave & Oak St,Customer,,
2017-01-01 14:37:39,2017-01-01 15:33:12,3333,Clark St & Schiller St,Michigan Ave & Oak St,Customer,,
2017-01-01 14:37:57,2017-01-01 15:33:12,3315,Clark St & Schiller St,Michigan Ave & Oak St,Customer,,
2017-01-01 14:38:06,2017-01-01 14:40:32,146,Fairbanks Ct & Grand Ave,Wabash Ave & Grand Ave,Subscriber,Male,1975.0
2017-01-01 14:38:20,2017-01-01 14:39:33,73,Clark St & Schiller St,Clark St & Schiller St,Customer,,
2017-01-01 14:38:21,2017-01-01 14:52:49,868,Sheffield Ave & Wellington Ave,Broadway & Argyle St,Subscriber,Male,1987.0
2017-01-01 14:38:36,2017-01-01 14:42:33,237,Ellis Ave & 60th St,Ellis Ave & 55th St,Subscriber,Male,1993.0
2017-01-01 14:38:43,2017-01-01 15:04:30,1547,Streeter Dr & Grand Ave,Shedd Aquarium,Customer,,
2017-01-01 14:38:45,2017-01-01 14:50:02,677,Columbus Dr & Randolph St,Dearborn St & Adams St,Subscriber,Male,1968.0
2017-01-01 14:39:23,2017-01-01 14:50:27,664,Lake Park Ave & 53rd St,Ellis Ave & 60th St,Subscriber,Male,1981.0
2017-01-01 14:39:36,2017-01-01 14:55:08,932,Glenwood Ave & Morse Ave,Lakefront Trail & Bryn Mawr Ave,Subscriber,Male,1971.0
2017-01-01 14:40:09,2017-01-01 14:58:37,1108,Sheffield Ave & Kingsbury St,Michigan Ave & Pearson St,Subscriber,Male,1981.0
2017-01-01 14:40:12,2017-01-01 14:44:38,266,Franklin St & Chicago Ave,Wells St & Walton St,Subscriber,Female,1950.0
2017-01-01 14:40:43,2017-01-01 14:46:40,357,Michigan Ave & 18th St,Indiana Ave & 26th St,Subscriber,Female,1983.0
2017-01-01 14:40:51,2017-01-01 14:44:54,243,Racine Ave & Wrightwood Ave,Halsted St & Wrightwood Ave,Subscriber,Male,1992.0
2017-01-01 14:43:15,2017-01-01 14:49:33,378,Sheffield Ave & Webster Ave,Clark St & Lincoln Ave,Subscriber,Female,1990.0
2017-01-01 14:43:24,2017-01-01 15:10:43,1639,Eastlake Ter & Rogers Ave,University Library (NU),Subscriber,Male,1969.0
2017-01-01 14:43:26,2017-01-01 15:02:00,1114,Lake Shore Dr & Monroe St,Dusable Harbor,Subscriber,Male,1994.0
2017-01-01 14:43:25,2017-01-01 14:47:18,233,Damen Ave & Sunnyside Ave,Ravenswood Ave & Lawrence Ave,Subscriber,Male,1984.0
2017-01-01 14:43:45,2017-01-01 15:02:09,1104,Lake Shore Dr & Monroe St,Dusable Harbor,Subscriber,Male,1991.0
2017-01-01 14:44:52,2017-01-01 14:50:12,320,Broadway & Belmont Ave,Pine Grove Ave & Waveland Ave,Subscriber,Male,1984.0
2017-01-01 14:44:54,2017-01-01 15:02:20,1046,Federal St & Polk St,Adler Planetarium,Subscriber,Male,1984.0
2017-01-01 14:44:55,2017-01-01 14:51:53,418,Lakeview Ave & Fullerton Pkwy,Wells St & Concord Ln,Subscriber,Male,1991.0
2017-01-01 14:45:20,2017-01-01 15:02:39,1039,Desplaines St & Randolph St,Halsted St & Willow St,Subscriber,Female,1983.0
2017-01-01 14:45:35,2017-01-01 15:03:30,1075,Chicago Ave & Sheridan Rd,Sheridan Rd & Noyes St (NU),Subscriber,Female,1965.0
2017-01-01 14:45:38,2017-01-01 15:05:05,1167,Shedd Aquarium,Streeter Dr & Grand Ave,Subscriber,Female,1985.0
2017-01-01 14:45:38,2017-01-01 15:05:21,1183,Shedd Aquarium,Streeter Dr & Grand Ave,Subscriber,Male,1975.0
2017-01-01 14:45:52,2017-01-01 14:54:55,543,Wells St & Polk St,Millennium Park,Subscriber,Male,1970.0
2017-01-01 14:47:17,2017-01-01 14:56:18,541,Seeley Ave & Roscoe St,Southport Ave & Waveland Ave,Subscriber,Male,1980.0
2017-01-01 14:47:19,2017-01-01 14:56:45,566,Seeley Ave & Roscoe St,Southport Ave & Waveland Ave,Subscriber,Female,1972.0
2017-01-01 14:47:24,2017-01-01 15:01:09,825,Marshfield Ave & Cortland St,Lincoln Ave & Belmont Ave,Subscriber,Male,1978.0
2017-01-01 14:47:28,2017-01-01 14:54:18,410,Larrabee St & Division St,Wells St & Concord Ln,Subscriber,Male,1971.0
2017-01-01 14:48:30,2017-01-01 14:55:37,427,Mies van der Rohe Way & Chestnut St,Wabash Ave & Grand Ave,Subscriber,Female,1965.0
2017-01-01 14:49:46,2017-01-01 15:19:00,1754,State St & 33rd St,Burnham Harbor,Subscriber,Male,1990.0
2017-01-01 14:50:13,2017-01-01 15:10:26,1213,Kingsbury St & Kinzie St,Sheffield Ave & Willow St,Subscriber,Female,1992.0
2017-01-01 14:50:41,2017-01-01 14:58:11,450,Clark St & Berwyn Ave,Ravenswood Ave & Lawrence Ave,Subscriber,Male,1985.0
2017-01-01 14:50:47,2017-01-01 14:56:52,365,Southport Ave & Belmont Ave,Sheffield Ave & Wrightwood Ave,Subscriber,Male,1993.0
2017-01-01 14:50:54,2017-01-01 14:57:03,369,Wood St & Milwaukee Ave,Sheffield Ave & Kingsbury St,Subscriber,Female,1991.0
2017-01-01 14:51:12,2017-01-01 14:57:35,383,Halsted St & 37th St,Wentworth Ave & 35th St,Subscriber,Female,1983.0
2017-01-01 14:51:17,2017-01-01 15:01:36,619,Ellis Ave & 58th St,Dorchester Ave & 63rd St,Subscriber,Female,1980.0
2017-01-01 14:51:33,2017-01-01 14:57:17,344,Halsted St & 37th St,Wentworth Ave & 35th St,Subscriber,Male,1982.0
